PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 7609,VBM,7609,1,1051,398,37.87,280,47,65,0
Pct 7611,Election Day,7611,1,898,155,17.26,109,14,32,0
Pct 7611,VBM,7611,1,898,324,36.08,234,22,65,0
Pct 7612,Election Day,7612,1,668,120,17.96,77,22,19,0
Pct 7612,VBM,7612,1,668,298,44.61,203,51,41,0
Pct 7613,Election Day,7613,1,1015,225,22.17,170,13,41,0
Pct 7613,VBM,7613,1,1015,392,38.62,306,30,52,0
Pct 7614,Election Day,7614,1,1177,275,23.36,207,20,48,0
Pct 7614,VBM,7614,1,1177,518,44.01,399,47,67,1
Pct 7615,Election Day,7615,1,1020,216,21.18,157,17,41,0
Pct 7615,VBM,7615,1,1020,312,30.59,245,21,41,0
Pct 7616,Election Day,7616,1,981,195,19.88,139,32,25,0
Pct 7616,VBM,7616,1,981,612,62.39,434,86,84,0
Pct 7617,Election Day,7617,1,898,151,16.82,101,19,29,0
Pct 7617,VBM,7617,1,898,365,40.65,257,49,51,0
Pct 7618,Election Day,7618,1,948,184,19.41,145,17,23,0
Pct 7618,VBM,7618,1,948,505,53.27,353,91,59,0
Pct 7619,Election Day,7619,1,1971,418,21.21,289,53,77,0
Pct 7619,VBM,7619,1,1971,1067,54.13,771,146,148,0
Pct 7621,Election Day,7621,1,1082,254,23.48,182,30,42,0
Pct 7621,VBM,7621,1,1082,546,50.46,399,69,73,0
Pct 7622,Election Day,7622,1,1007,181,17.97,136,16,31,0
Pct 7622,VBM,7622,1,1007,353,35.05,263,29,52,0
Pct 7623,Election Day,7623,1,839,171,20.38,144,10,19,0
Pct 7623,VBM,7623,1,839,296,35.28,214,31,42,0
Pct 7624,Election Day,7624,1,1074,212,19.74,148,25,37,0
Pct 7624,VBM,7624,1,1074,353,32.87,276,36,38,0
Pct 7625,Election Day,7625,1,896,87,9.71,64,5,19,0
Pct 7625,VBM,7625,1,896,530,59.15,338,108,76,0
Pct 7626,Election Day,7626,1,1177,291,24.72,185,57,49,0
Pct 7626,VBM,7626,1,1177,720,61.17,467,141,104,1
Pct 7627,Election Day,7627,1,1586,411,25.91,272,87,61,0
Pct 7627,VBM,7627,1,1586,915,57.69,567,185,138,0
Pct 7628,Election Day,7628,1,1006,255,25.35,183,35,37,0
Pct 7628,VBM,7628,1,1006,465,46.22,344,65,53,0
Pct 7629,Election Day,7629,1,837,212,25.33,155,23,33,0
Pct 7629,VBM,7629,1,837,365,43.61,268,54,36,0
Pct 7631,Election Day,7631,1,1143,313,27.38,210,50,53,0
Pct 7631,VBM,7631,1,1143,602,52.67,424,97,79,0
Pct 7632,Election Day,7632,1,727,190,26.13,148,17,26,0
Pct 7632,VBM,7632,1,727,342,47.04,271,38,29,0
Pct 7633,Election Day,7633,1,731,182,24.90,131,24,29,0
Pct 7633,VBM,7633,1,731,392,53.63,263,61,65,0
Pct 7634,Election Day,7634,1,1017,222,21.83,143,38,41,0
Pct 7634,VBM,7634,1,1017,484,47.59,340,81,61,1
Pct 7635,Election Day,7635,1,868,202,23.27,137,32,34,1
Pct 7635,VBM,7635,1,868,441,50.81,318,62,56,0
Pct 7636,Election Day,7636,1,993,282,28.40,193,49,42,0
Pct 7636,VBM,7636,1,993,502,50.55,332,102,63,0
Pct 7637,Election Day,7637,1,1361,370,27.19,218,78,77,0
Pct 7637,VBM,7637,1,1361,781,57.38,483,169,118,0
Pct 7638,Election Day,7638,1,1285,300,23.35,159,80,64,1
Pct 7638,VBM,7638,1,1285,835,64.98,459,237,119,0
Pct 7639,Election Day,7639,1,1011,267,26.41,160,60,48,1
Pct 7639,VBM,7639,1,1011,624,61.72,362,157,88,0
Pct 7641,Election Day,7641,1,977,224,22.93,146,55,27,0
Pct 7641,VBM,7641,1,977,571,58.44,374,126,57,0
Pct 7642,Election Day,7642,1,967,212,21.92,133,35,45,0
Pct 7642,VBM,7642,1,967,598,61.84,369,77,139,0
Pct 7643,Election Day,7643,1,959,203,21.17,121,34,50,0
Pct 7643,VBM,7643,1,959,555,57.87,344,130,74,1
Pct 7644,Election Day,7644,1,1111,322,28.98,210,51,61,0
Pct 7644,VBM,7644,1,1111,603,54.28,397,109,88,0
Pct 7645,Election Day,7645,1,669,142,21.23,99,21,24,0
Pct 7645,VBM,7645,1,669,445,66.52,270,99,66,0
Pct 7646,Election Day,7646,1,2163,586,27.09,400,90,97,1
Pct 7646,VBM,7646,1,2163,1307,60.43,901,214,169,0
Pct 7647,Election Day,7647,1,1028,260,25.29,215,21,38,0
Pct 7647,VBM,7647,1,1028,338,32.88,258,23,39,0
Pct 7648 MB,Election Day,7648,1,4,0,0.00,0,0,0,0
Pct 7648 MB,VBM,7648,1,4,3,75.00,3,0,0,0
Pct 7701,Election Day,7701,1,1049,354,33.75,264,48,45,0
Pct 7701,VBM,7701,1,1049,560,53.38,404,81,65,0
Pct 7702,Election Day,7702,1,775,192,24.77,136,41,17,0
Pct 7702,VBM,7702,1,775,471,60.77,298,106,61,0
Pct 7703 MB,Election Day,7703,1,178,0,0.00,0,0,0,0
Pct 7703 MB,VBM,7703,1,178,100,56.18,65,6,25,0
Pct 7704,Election Day,7704,1,1006,302,30.02,200,75,28,0
Pct 7704,VBM,7704,1,1006,579,57.55,367,139,65,0
Pct 7705,Election Day,7705,1,554,186,33.57,116,59,13,0
Pct 7705,VBM,7705,1,554,309,55.78,184,89,31,1
Pct 7706,Election Day,7706,1,853,282,33.06,196,65,21,0
Pct 7706,VBM,7706,1,853,491,57.56,324,120,46,0
Pct 7707,Election Day,7707,1,854,285,33.37,185,71,29,0
Pct 7707,VBM,7707,1,854,499,58.43,343,101,49,0
Pct 7708,Election Day,7708,1,894,231,25.84,167,40,23,0
Pct 7708,VBM,7708,1,894,552,61.74,373,119,49,0
Pct 7709,Election Day,7709,1,390,120,30.77,84,19,16,0
Pct 7709,VBM,7709,1,390,234,60.00,175,42,14,0
Pct 7711,Election Day,7711,1,789,223,28.26,168,38,23,0
Pct 7711,VBM,7711,1,789,462,58.56,325,88,38,0
Pct 7712,Election Day,7712,1,577,180,31.20,141,29,14,1
Pct 7712,VBM,7712,1,577,338,58.58,240,50,36,0
Pct 7801,Election Day,7801,1,975,309,31.69,238,40,30,0
Pct 7801,VBM,7801,1,975,655,67.18,500,106,44,0
Pct 7802,Election Day,7802,1,760,261,34.34,193,41,26,1
Pct 7802,VBM,7802,1,760,462,60.79,350,59,48,0
Pct 7803,Election Day,7803,1,827,200,24.18,158,29,13,0
Pct 7803,VBM,7803,1,827,574,69.41,420,98,50,0
Pct 7804,Election Day,7804,1,932,310,33.26,233,45,32,1
Pct 7804,VBM,7804,1,932,566,60.73,413,94,54,0
Pct 7805,Election Day,7805,1,852,260,30.52,200,24,36,0
Pct 7805,VBM,7805,1,852,501,58.80,388,74,37,0
Pct 7806,Election Day,7806,1,746,251,33.65,204,22,25,0
Pct 7806,VBM,7806,1,746,412,55.23,333,43,30,0
Pct 7807,Election Day,7807,1,774,293,37.86,243,33,17,0
Pct 7807,VBM,7807,1,774,378,48.84,307,37,32,0
Pct 7808,Election Day,7808,1,702,218,31.05,168,20,30,0
Pct 7808,VBM,7808,1,702,360,51.28,280,37,41,0
Pct 7809,Election Day,7809,1,1234,401,32.50,319,38,44,0
Pct 7809,VBM,7809,1,1234,690,55.92,528,76,78,0
Pct 7811,Election Day,7811,1,806,268,33.25,215,24,28,0
Pct 7811,VBM,7811,1,806,428,53.10,349,39,35,0
Pct 7812,Election Day,7812,1,892,275,30.83,213,30,34,0
Pct 7812,VBM,7812,1,892,477,53.48,359,70,44,1
Pct 7813,Election Day,7813,1,1061,362,34.12,286,36,40,0
Pct 7813,VBM,7813,1,1061,581,54.76,448,54,70,0
Pct 7814,Election Day,7814,1,919,298,32.43,236,30,33,0
Pct 7814,VBM,7814,1,919,369,40.15,292,35,37,1
Pct 7815,Election Day,7815,1,967,296,30.61,236,32,27,0
Pct 7815,VBM,7815,1,967,583,60.29,435,92,53,0
Pct 7816,Election Day,7816,1,896,268,29.91,199,46,20,0
Pct 7816,VBM,7816,1,896,555,61.94,436,74,45,0
Pct 7817,Election Day,7817,1,804,285,35.45,232,28,25,0
Pct 7817,VBM,7817,1,804,426,52.99,341,40,41,0
Pct 7818,Election Day,7818,1,889,271,30.48,221,27,23,0
Pct 7818,VBM,7818,1,889,516,58.04,415,59,39,0
Pct 7819,Election Day,7819,1,809,249,30.78,173,38,37,0
Pct 7819,VBM,7819,1,809,433,53.52,323,58,47,0
Pct 7821,Election Day,7821,1,998,286,28.66,217,42,27,0
Pct 7821,VBM,7821,1,998,630,63.13,475,102,48,1
Pct 7822,Election Day,7822,1,951,318,33.44,242,42,34,0
Pct 7822,VBM,7822,1,951,458,48.16,360,56,41,0
Pct 7823,Election Day,7823,1,928,294,31.68,244,30,20,0
Pct 7823,VBM,7823,1,928,512,55.17,392,70,47,0
Pct 7824,Election Day,7824,1,794,254,31.99,200,28,25,0
Pct 7824,VBM,7824,1,794,411,51.76,313,62,32,0
Pct 7825,Election Day,7825,1,578,216,37.37,178,23,15,0
Pct 7825,VBM,7825,1,578,305,52.77,257,27,21,0
Pct 7826,Election Day,7826,1,709,259,36.53,216,19,24,0
Pct 7826,VBM,7826,1,709,374,52.75,300,41,30,0
Pct 7827,Election Day,7827,1,931,313,33.62,249,30,34,0
Pct 7827,VBM,7827,1,931,445,47.80,351,36,51,0
Pct 7828,Election Day,7828,1,1053,311,29.53,230,52,29,0
Pct 7828,VBM,7828,1,1053,613,58.21,448,99,62,0
Pct 7829,Election Day,7829,1,904,269,29.76,197,49,23,0
Pct 7829,VBM,7829,1,904,572,63.27,427,90,51,0
Pct 7831,Election Day,7831,1,906,272,30.02,226,21,25,0
Pct 7831,VBM,7831,1,906,531,58.61,409,79,40,0
Pct 7832,Election Day,7832,1,824,247,29.98,193,30,24,0
Pct 7832,VBM,7832,1,824,512,62.14,391,64,54,0
Pct 7833,Election Day,7833,1,785,251,31.97,206,22,23,0
Pct 7833,VBM,7833,1,785,459,58.47,350,56,45,1
Pct 7834,Election Day,7834,1,901,321,35.63,259,32,30,0
Pct 7834,VBM,7834,1,901,454,50.39,376,33,36,1
Pct 7835,Election Day,7835,1,863,249,28.85,204,30,15,0
Pct 7835,VBM,7835,1,863,536,62.11,412,74,41,0
Pct 7836,Election Day,7836,1,990,290,29.29,235,35,20,0
Pct 7836,VBM,7836,1,990,613,61.92,446,101,64,0
Pct 7837,Election Day,7837,1,934,305,32.66,227,40,38,0
Pct 7837,VBM,7837,1,934,535,57.28,387,76,65,1
Pct 7838,Election Day,7838,1,933,250,26.80,201,35,14,0
Pct 7838,VBM,7838,1,933,589,63.13,427,110,53,0
Pct 7839,Election Day,7839,1,869,229,26.35,171,37,21,0
Pct 7839,VBM,7839,1,869,556,63.98,410,77,59,0
Pct 7841,Election Day,7841,1,947,309,32.63,241,38,30,0
Pct 7841,VBM,7841,1,947,530,55.97,417,66,39,0
Pct 7842,Election Day,7842,1,960,356,37.08,289,34,31,0
Pct 7842,VBM,7842,1,960,508,52.92,402,53,47,0
Pct 7843,Election Day,7843,1,802,272,33.92,228,22,22,0
Pct 7843,VBM,7843,1,802,407,50.75,323,48,32,0
Pct 7844,Election Day,7844,1,682,246,36.07,202,23,20,0
Pct 7844,VBM,7844,1,682,348,51.03,276,37,31,0
Pct 7845,Election Day,7845,1,869,288,33.14,214,43,30,0
Pct 7845,VBM,7845,1,869,495,56.96,397,55,40,0
Pct 7846,Election Day,7846,1,925,272,29.41,203,34,35,0
Pct 7846,VBM,7846,1,925,542,58.59,408,77,47,0
Pct 7847,Election Day,7847,1,960,284,29.58,228,33,23,0
Pct 7847,VBM,7847,1,960,559,58.23,425,69,59,1
Pct 7848,Election Day,7848,1,905,304,33.59,232,39,33,0
Pct 7848,VBM,7848,1,905,514,56.80,406,65,40,0
Pct 7849,Election Day,7849,1,967,318,32.89,256,41,21,0
Pct 7849,VBM,7849,1,967,546,56.46,422,71,52,0
Pct 7851,Election Day,7851,1,528,168,31.82,104,41,23,0
Pct 7851,VBM,7851,1,528,304,57.58,206,73,23,0
Pct 7852,Election Day,7852,1,644,179,27.80,125,35,18,0
Pct 7852,VBM,7852,1,644,405,62.89,274,95,33,0
Pct 7853,Election Day,7853,1,896,252,28.12,185,40,27,0
Pct 7853,VBM,7853,1,896,518,57.81,381,87,43,0
Pct 7854,Election Day,7854,1,933,302,32.37,219,38,45,0
Pct 7854,VBM,7854,1,933,523,56.06,388,94,34,0
Pct 7855,Election Day,7855,1,968,326,33.68,259,26,41,0
Pct 7855,VBM,7855,1,968,544,56.20,410,77,49,0
Pct 7856,Election Day,7856,1,849,289,34.04,231,29,29,0
Pct 7856,VBM,7856,1,849,480,56.54,366,60,48,0
Pct 7857,Election Day,7857,1,963,323,33.54,264,29,28,0
Pct 7857,VBM,7857,1,963,531,55.14,416,73,38,0
Pct 7858,Election Day,7858,1,791,275,34.77,216,34,26,0
Pct 7858,VBM,7858,1,791,399,50.44,321,36,37,0
Pct 7859,Election Day,7859,1,915,273,29.84,199,46,28,0
Pct 7859,VBM,7859,1,915,561,61.31,416,88,55,1
Pct 7861,Election Day,7861,1,881,268,30.42,199,41,28,0
Pct 7861,VBM,7861,1,881,508,57.66,366,72,53,0
Pct 7862,Election Day,7862,1,923,318,34.45,251,38,29,0
Pct 7862,VBM,7862,1,923,497,53.85,372,79,43,0
Pct 7863,Election Day,7863,1,939,348,37.06,271,46,31,0
Pct 7863,VBM,7863,1,939,471,50.16,352,69,44,0
Pct 7864,Election Day,7864,1,815,276,33.87,221,36,19,0
Pct 7864,VBM,7864,1,815,427,52.39,315,67,44,0
Pct 7865,Election Day,7865,1,853,274,32.12,207,33,31,0
Pct 7865,VBM,7865,1,853,480,56.27,356,72,45,0
Pct 7866,Election Day,7866,1,831,239,28.76,163,52,26,0
Pct 7866,VBM,7866,1,831,507,61.01,341,106,54,0
Pct 7867,Election Day,7867,1,946,308,32.56,237,39,31,1
Pct 7867,VBM,7867,1,946,514,54.33,411,78,23,0
Pct 7868,Election Day,7868,1,901,292,32.41,222,41,23,0
Pct 7868,VBM,7868,1,901,472,52.39,357,73,38,0
Pct 7869,Election Day,7869,1,874,304,34.78,244,40,20,0
Pct 7869,VBM,7869,1,874,485,55.49,370,78,35,0
Pct 7871,Election Day,7871,1,909,274,30.14,211,44,19,1
Pct 7871,VBM,7871,1,909,530,58.31,413,79,35,0
Pct 7872,Election Day,7872,1,902,313,34.70,241,47,25,0
Pct 7872,VBM,7872,1,902,506,56.10,398,70,36,0
Pct 7873,Election Day,7873,1,874,278,31.81,222,30,26,0
Pct 7873,VBM,7873,1,874,510,58.35,395,75,38,0
Pct 7874,Election Day,7874,1,482,167,34.65,131,24,12,0
Pct 7874,VBM,7874,1,482,241,50.00,188,36,18,0
Pct 7875,Election Day,7875,1,628,198,31.53,160,19,19,0
Pct 7875,VBM,7875,1,628,327,52.07,247,53,20,0
Pct 7901,Election Day,7901,1,1286,375,29.16,296,38,41,0
Pct 7901,VBM,7901,1,1286,577,44.87,457,54,63,0
Pct 7902,Election Day,7902,1,1064,327,30.73,272,27,26,0
Pct 7902,VBM,7902,1,1064,515,48.40,394,45,66,0
Pct 7903,Election Day,7903,1,929,242,26.05,199,16,28,0
Pct 7903,VBM,7903,1,929,410,44.13,316,29,58,0
Pct 7904,Election Day,7904,1,926,231,24.95,185,21,25,0
Pct 7904,VBM,7904,1,926,463,50.00,354,51,52,1
Pct 7905,Election Day,7905,1,851,299,35.14,248,28,23,0
Pct 7905,VBM,7905,1,851,419,49.24,323,56,39,0
Pct 7906,Election Day,7906,1,854,275,32.20,228,21,27,0
Pct 7906,VBM,7906,1,854,378,44.26,295,33,45,1
Pct 7907,Election Day,7907,1,991,346,34.91,282,29,35,1
Pct 7907,VBM,7907,1,991,488,49.24,376,49,52,0
Pct 7908,Election Day,7908,1,1008,310,30.75,250,29,32,0
Pct 7908,VBM,7908,1,1008,562,55.75,427,55,77,0
Pct 7909,Election Day,7909,1,787,280,35.58,224,28,27,0
Pct 7909,VBM,7909,1,787,364,46.25,285,32,47,0
Pct 7911,Election Day,7911,1,907,304,33.52,249,23,32,0
Pct 7911,VBM,7911,1,907,430,47.41,350,43,35,0
Pct 7912,Election Day,7912,1,1090,348,31.93,272,31,43,0
Pct 7912,VBM,7912,1,1090,526,48.26,420,39,58,0
Pct 7913,Election Day,7913,1,964,376,39.00,297,29,50,0
Pct 7913,VBM,7913,1,964,424,43.98,352,42,26,0
Pct 7914,Election Day,7914,1,895,315,35.20,263,23,30,0
Pct 7914,VBM,7914,1,895,437,48.83,355,31,47,0
Pct 7915,Election Day,7915,1,892,329,36.88,278,31,19,0
Pct 7915,VBM,7915,1,892,387,43.39,306,41,40,0
Pct 7916,Election Day,7916,1,953,307,32.21,272,11,24,0
Pct 7916,VBM,7916,1,953,461,48.37,379,31,49,0
Pct 7917,Election Day,7917,1,1073,389,36.25,328,26,33,0
Pct 7917,VBM,7917,1,1073,479,44.64,402,26,46,0
Pct 7918,Election Day,7918,1,860,304,35.35,254,20,28,0
Pct 7918,VBM,7918,1,860,393,45.70,327,36,29,0
Pct 7919,Election Day,7919,1,928,361,38.90,306,23,33,0
Pct 7919,VBM,7919,1,928,406,43.75,332,39,33,0
Pct 7921,Election Day,7921,1,970,293,30.21,237,25,31,0
Pct 7921,VBM,7921,1,970,401,41.34,333,42,24,0
Pct 7922,Election Day,7922,1,884,306,34.62,251,19,36,0
Pct 7922,VBM,7922,1,884,399,45.14,308,43,42,0
Pct 7923,Election Day,7923,1,930,335,36.02,278,24,33,0
Pct 7923,VBM,7923,1,930,354,38.06,295,31,30,0
Pct 7924,Election Day,7924,1,883,280,31.71,219,26,34,0
Pct 7924,VBM,7924,1,883,416,47.11,337,50,29,0
Pct 7925,Election Day,7925,1,591,196,33.16,166,11,19,0
Pct 7925,VBM,7925,1,591,287,48.56,232,21,30,0
Pct 7926,Election Day,7926,1,820,259,31.59,223,13,22,0
Pct 7926,VBM,7926,1,820,436,53.17,354,38,37,0
Pct 7927,Election Day,7927,1,782,283,36.19,227,36,20,0
Pct 7927,VBM,7927,1,782,405,51.79,323,46,33,0
Pct 7928,Election Day,7928,1,976,323,33.09,260,37,25,0
Pct 7928,VBM,7928,1,976,526,53.89,408,69,42,0
Pct 7929,Election Day,7929,1,871,290,33.30,240,33,17,0
Pct 7929,VBM,7929,1,871,490,56.26,398,61,25,0
Pct 7931,Election Day,7931,1,765,252,32.94,209,29,14,0
Pct 7931,VBM,7931,1,765,435,56.86,339,59,32,0
Pct 7932,Election Day,7932,1,557,173,31.06,138,16,20,0
Pct 7932,VBM,7932,1,557,309,55.48,255,40,23,0
Pct 7933 MB,Election Day,7933,1,8,0,0.00,0,0,0,0
Pct 7933 MB,VBM,7933,1,8,7,87.50,4,2,1,0
Pct 7934,Election Day,7934,1,888,289,32.55,245,22,21,0
Pct 7934,VBM,7934,1,888,483,54.39,404,34,43,0
Pct 7935,Election Day,7935,1,949,341,35.93,288,31,23,0
Pct 7935,VBM,7935,1,949,510,53.74,405,64,36,0
Pct 7936,Election Day,7936,1,876,325,37.10,266,36,19,0
Pct 7936,VBM,7936,1,876,439,50.11,366,39,31,0
Pct 7937,Election Day,7937,1,909,325,35.75,265,32,27,0
Pct 7937,VBM,7937,1,909,455,50.06,367,52,28,0
Pct 7938,Election Day,7938,1,808,295,36.51,246,22,25,0
Pct 7938,VBM,7938,1,808,341,42.20,277,38,24,0
Pct 7939,Election Day,7939,1,674,262,38.87,227,15,20,0
Pct 7939,VBM,7939,1,674,331,49.11,270,30,25,0
Pct 7941,Election Day,7941,1,790,261,33.04,211,26,22,0
Pct 7941,VBM,7941,1,790,394,49.87,313,44,36,0
Pct 7942,Election Day,7942,1,950,299,31.47,237,41,21,0
Pct 7942,VBM,7942,1,950,470,49.47,353,63,43,1
Pct 7943,Election Day,7943,1,938,310,33.05,227,44,37,1
Pct 7943,VBM,7943,1,938,470,50.11,348,80,37,0
Pct 7944,Election Day,7944,1,830,305,36.75,249,30,25,0
Pct 7944,VBM,7944,1,830,387,46.63,292,57,38,0
Pct 7945,Election Day,7945,1,926,208,22.46,162,20,26,0
Pct 7945,VBM,7945,1,926,455,49.14,344,59,48,1
Pct 7946,Election Day,7946,1,976,225,23.05,159,42,24,0
Pct 7946,VBM,7946,1,976,491,50.31,299,143,44,1
Pct 7947,Election Day,7947,1,964,257,26.66,182,42,35,0
Pct 7947,VBM,7947,1,964,460,47.72,274,142,37,0
Pct 7948,Election Day,7948,1,933,270,28.94,191,48,28,0
Pct 7948,VBM,7948,1,933,451,48.34,292,110,46,0
Pct 7949,Election Day,7949,1,594,142,23.91,95,26,20,0
Pct 7949,VBM,7949,1,594,291,48.99,164,98,27,0
Pct 7951,Election Day,7951,1,841,189,22.47,133,27,27,0
Pct 7951,VBM,7951,1,841,456,54.22,279,115,60,1
Pct 7952,Election Day,7952,1,865,221,25.55,159,41,19,1
Pct 7952,VBM,7952,1,865,430,49.71,281,109,32,0
Pct 7953,Election Day,7953,1,853,216,25.32,164,34,19,0
Pct 7953,VBM,7953,1,853,461,54.04,304,108,49,0
Pct 7954 MB,Election Day,7954,1,0,0,0.00,0,0,0,0
Pct 7954 MB,VBM,7954,1,0,0,0.00,0,0,0,0
Pct 7955,Election Day,7955,1,899,218,24.25,147,38,33,0
Pct 7955,VBM,7955,1,899,466,51.84,298,115,44,0
Pct 7956,Election Day,7956,1,779,199,25.55,129,36,33,0
Pct 7956,VBM,7956,1,779,380,48.78,243,84,52,0
Pct 7957,Election Day,7957,1,664,188,28.31,118,45,24,0
Pct 7957,VBM,7957,1,664,336,50.60,248,58,30,0
Pct 7958 MB,Election Day,7958,1,291,8,2.75,6,0,2,0
Pct 7958 MB,VBM,7958,1,291,191,65.64,117,52,20,0
Pct 9001 MB,Election Day,9001,1,269,11,4.09,8,0,3,0
Pct 9001 MB,VBM,9001,1,269,186,69.14,146,35,5,0
Pct 9101,Election Day,9101,1,899,296,32.93,219,44,32,0
Pct 9101,VBM,9101,1,899,444,49.39,286,98,52,0
Pct 9102,Election Day,9102,1,989,313,31.65,202,65,46,0
Pct 9102,VBM,9102,1,989,504,50.96,357,75,62,0
Pct 9103,Election Day,9103,1,971,317,32.65,211,67,40,0
Pct 9103,VBM,9103,1,971,469,48.30,303,112,47,0
Pct 9104,Election Day,9104,1,1004,273,27.19,208,37,28,0
Pct 9104,VBM,9104,1,1004,522,51.99,352,100,61,0
Pct 9105,Election Day,9105,1,975,316,32.41,221,58,37,0
Pct 9105,VBM,9105,1,975,501,51.38,342,96,57,0
Pct 9106,Election Day,9106,1,938,307,32.73,209,48,49,0
Pct 9106,VBM,9106,1,938,512,54.58,370,80,53,0
Pct 9107,Election Day,9107,1,859,290,33.76,210,48,32,0
Pct 9107,VBM,9107,1,859,389,45.29,262,65,54,0
Pct 9108,Election Day,9108,1,815,294,36.07,214,51,29,0
Pct 9108,VBM,9108,1,815,397,48.71,284,53,56,0
Pct 9109,Election Day,9109,1,875,311,35.54,221,58,33,0
Pct 9109,VBM,9109,1,875,438,50.06,311,79,42,0
Pct 9111,Election Day,9111,1,785,278,35.41,195,38,46,0
Pct 9111,VBM,9111,1,785,359,45.73,245,63,43,0
Pct 9112,Election Day,9112,1,975,294,30.15,210,51,33,0
Pct 9112,VBM,9112,1,975,510,52.31,358,81,69,0
Pct 9113,Election Day,9113,1,1008,331,32.84,225,63,43,0
Pct 9113,VBM,9113,1,1008,522,51.79,378,87,48,0
Pct 9114,Election Day,9114,1,913,308,33.73,221,45,43,0
Pct 9114,VBM,9114,1,913,441,48.30,308,69,59,0
Pct 9115,Election Day,9115,1,948,293,30.91,217,39,37,0
Pct 9115,VBM,9115,1,948,468,49.37,332,65,63,0
Pct 9116,Election Day,9116,1,986,326,33.06,251,40,34,0
Pct 9116,VBM,9116,1,986,485,49.19,339,84,51,0
Pct 9117,Election Day,9117,1,785,232,29.55,172,43,17,0
Pct 9117,VBM,9117,1,785,438,55.80,291,95,50,0
Pct 9118,Election Day,9118,1,987,295,29.89,212,50,34,0
Pct 9118,VBM,9118,1,987,485,49.14,299,107,71,0
Pct 9119,Election Day,9119,1,911,275,30.19,190,47,38,0
Pct 9119,VBM,9119,1,911,469,51.48,321,92,54,0
Pct 9121,Election Day,9121,1,950,314,33.05,221,49,44,0
Pct 9121,VBM,9121,1,950,444,46.74,296,87,53,0
Pct 9122,Election Day,9122,1,976,262,26.84,183,42,37,0
Pct 9122,VBM,9122,1,976,507,51.95,307,124,71,0
Pct 9123,Election Day,9123,1,902,290,32.15,201,48,41,0
Pct 9123,VBM,9123,1,902,450,49.89,300,88,56,1
Pct 9124,Election Day,9124,1,940,263,27.98,190,46,27,1
Pct 9124,VBM,9124,1,940,467,49.68,311,85,64,0
Pct 9125,Election Day,9125,1,911,263,28.87,171,43,49,0
Pct 9125,VBM,9125,1,911,477,52.36,338,79,53,0
Pct 9126,Election Day,9126,1,978,283,28.94,188,46,47,1
Pct 9126,VBM,9126,1,978,537,54.91,340,135,61,0
Pct 9127,Election Day,9127,1,985,347,35.23,242,62,43,0
Pct 9127,VBM,9127,1,985,472,47.92,320,82,65,0
Pct 9128,Election Day,9128,1,859,282,32.83,200,45,37,1
Pct 9128,VBM,9128,1,859,445,51.80,294,97,47,0
Pct 9129,Election Day,9129,1,772,259,33.55,185,35,39,0
Pct 9129,VBM,9129,1,772,362,46.89,250,72,35,0
Pct 9131,Election Day,9131,1,806,250,31.02,185,33,32,0
Pct 9131,VBM,9131,1,806,411,50.99,283,73,50,0
Pct 9132,Election Day,9132,1,898,297,33.07,222,32,43,0
Pct 9132,VBM,9132,1,898,404,44.99,281,67,54,0
Pct 9133,Election Day,9133,1,1083,299,27.61,221,46,32,0
Pct 9133,VBM,9133,1,1083,589,54.39,419,100,65,0
Pct 9134,Election Day,9134,1,937,248,26.47,163,38,47,0
Pct 9134,VBM,9134,1,937,519,55.39,348,92,68,0
Pct 9135,Election Day,9135,1,831,242,29.12,165,48,29,0
Pct 9135,VBM,9135,1,831,410,49.34,255,97,53,0
Pct 9136,Election Day,9136,1,952,313,32.88,222,46,45,0
Pct 9136,VBM,9136,1,952,475,49.89,331,98,42,0
Pct 9137,Election Day,9137,1,977,287,29.38,197,48,40,0
Pct 9137,VBM,9137,1,977,498,50.97,327,105,55,1
Pct 9138,Election Day,9138,1,930,264,28.39,187,48,28,0
Pct 9138,VBM,9138,1,930,507,54.52,321,134,48,0
Pct 9139,Election Day,9139,1,1004,298,29.68,193,65,39,0
Pct 9139,VBM,9139,1,1004,533,53.09,337,134,52,0
Pct 9141,Election Day,9141,1,963,296,30.74,201,58,38,0
Pct 9141,VBM,9141,1,963,498,51.71,345,105,43,0
Pct 9142,Election Day,9142,1,1003,327,32.60,255,32,40,0
Pct 9142,VBM,9142,1,1003,516,51.45,377,65,66,0
Pct 9143,Election Day,9143,1,921,290,31.49,209,49,32,0
Pct 9143,VBM,9143,1,921,457,49.62,300,88,58,0
Pct 9144,Election Day,9144,1,983,341,34.69,239,67,33,1
Pct 9144,VBM,9144,1,983,491,49.95,344,79,62,0
Pct 9145,Election Day,9145,1,889,297,33.41,207,46,43,0
Pct 9145,VBM,9145,1,889,456,51.29,312,93,44,0
Pct 9146,Election Day,9146,1,929,359,38.64,262,43,55,0
Pct 9146,VBM,9146,1,929,440,47.36,325,64,47,0
Pct 9147,Election Day,9147,1,983,302,30.72,215,42,44,0
Pct 9147,VBM,9147,1,983,516,52.49,361,92,58,0
Pct 9148,Election Day,9148,1,1007,340,33.76,258,40,40,0
Pct 9148,VBM,9148,1,1007,529,52.53,381,84,58,0
